Temperature (C),Humidity,rain,hour
-0.9722222222222222,0.63,Rain,11
0.0444444444444434,0.61,No Rain,12
0.0722222222222236,0.61,No Rain,13
0.0666666666666652,0.62,No Rain,14
-1.072222222222222,0.68,Rain,15
-1.0388888888888894,0.67,No Rain,16
-2.2222222222222223,0.75,Rain,17
-3.838888888888889,0.74,No Rain,18
-4.7333333333333325,0.8,Rain,19
-5.95,0.87,No Rain,20
-5.466666666666667,0.81,No Rain,21
-4.477777777777778,0.73,Rain,22
-5.449999999999999,0.75,No Rain,23
-7.483333333333332,0.8,Rain,0
-7.872222222222224,0.81,Rain,1
-8.11111111111111,0.84,Rain,2
-8.205555555555556,0.88,Rain,3
-8.533333333333333,0.87,Rain,4
-8.722222222222221,0.92,No Rain,5
-7.150000000000001,0.88,Rain,6
-7.1000000000000005,0.87,No Rain,7
-6.0888888888888895,0.82,No Rain,8
-5.027777777777778,0.82,No Rain,9
-2.822222222222221,0.66,Rain,10
-2.6888888888888887,0.67,No Rain,11
-2.155555555555555,0.65,No Rain,12
-1.25,0.59,Rain,13
-2.177777777777779,0.66,No Rain,14
-3.755555555555557,0.68,Rain,15
-3.7,0.74,Rain,16
-4.800000000000001,0.81,No Rain,17
-4.800000000000001,0.81,No Rain,18
-4.694444444444445,0.8,Rain,19
-4.772222222222222,0.81,Rain,20
-4.772222222222222,0.81,No Rain,21
-4.727777777777779,0.81,Rain,22
-4.283333333333334,0.77,No Rain,23
-4.283333333333334,0.78,No Rain,0
-3.8,0.79,No Rain,1
-3.822222222222221,0.8,No Rain,2
-3.822222222222221,0.85,No Rain,3
-4.183333333333334,0.92,Rain,4
-3.7777777777777777,0.93,Rain,5
-3.7777777777777777,1.0,No Rain,6
-3.711111111111111,0.93,No Rain,7
-3.733333333333333,1.0,Rain,8
-3.733333333333333,1.0,No Rain,9
-2.6611111111111105,0.93,No Rain,10
-2.6,1.0,Rain,11
-2.094444444444444,0.96,No Rain,12
-2.055555555555556,0.96,Rain,13
-2.116666666666666,1.0,Rain,14
-2.116666666666666,0.96,Rain,15
-2.65,0.99,No Rain,16
-2.716666666666667,1.0,Rain,17
-3.755555555555557,1.0,No Rain,18
-3.677777777777779,0.99,No Rain,19
-3.7777777777777777,1.0,Rain,20
-3.8,1.0,No Rain,21
-3.783333333333333,1.0,No Rain,22
-3.8,1.0,Rain,23
14.81666666666667,0.72,Rain,0
13.866666666666667,0.76,Rain,1
13.35,0.79,Rain,2
12.733333333333334,0.83,No Rain,3
12.711111111111112,0.82,Rain,4
12.911111111111111,0.81,Rain,5
12.594444444444443,0.83,No Rain,6
13.866666666666667,0.76,No Rain,7
16.083333333333332,0.66,No Rain,8
17.77777777777778,0.59,Rain,9
18.883333333333333,0.55,Rain,10
20.011111111111106,0.48,Rain,11
21.08333333333333,0.52,Rain,12
22.24444444444445,0.45,No Rain,13
22.76111111111111,0.45,No Rain,14
22.800000000000004,0.47,Rain,15
22.866666666666664,0.47,Rain,16
22.96111111111111,0.45,Rain,17
22.800000000000004,0.47,No Rain,18
22.24444444444445,0.48,Rain,19
20.34444444444445,0.58,No Rain,20
18.772222222222226,0.82,Rain,21
17.572222222222223,0.8,No Rain,22
14.97777777777778,0.89,Rain,23
18.35555555555556,0.99,Rain,0
17.755555555555556,0.99,No Rain,1
17.477777777777778,0.99,No Rain,2
16.644444444444446,0.99,Rain,3
16.52777777777778,0.97,No Rain,4
15.805555555555555,0.99,Rain,5
17.572222222222223,0.97,No Rain,6
18.93888888888889,0.98,No Rain,7
22.24444444444445,0.79,No Rain,8
25.0,0.68,No Rain,9
27.2,0.54,No Rain,10
27.633333333333333,0.48,No Rain,11
28.95555555555556,0.39,No Rain,12
28.97777777777777,0.45,Rain,13
30.716666666666672,0.37,Rain,14
29.02777777777778,0.49,Rain,15
30.04444444444444,0.45,No Rain,16
29.05555555555556,0.46,No Rain,17
29.00555555555555,0.42,Rain,18
28.15555555555556,0.41,Rain,19
21.916666666666668,0.73,Rain,20
20.22777777777777,0.77,No Rain,21
19.67777777777778,0.77,No Rain,22
18.68333333333333,0.89,No Rain,23
17.933333333333334,0.95,No Rain,0
17.433333333333334,0.95,Rain,1
16.6,0.97,No Rain,2
16.81111111111111,0.98,Rain,3
17.227777777777774,0.92,Rain,4
16.86111111111111,0.95,No Rain,5
16.62777777777778,0.97,No Rain,6
19.89444444444445,0.84,Rain,7
20.25555555555555,0.85,No Rain,8
22.85,0.72,Rain,9
26.11111111111111,0.57,Rain,10
26.922222222222217,0.57,Rain,11
27.63888888888889,0.55,No Rain,12
23.077777777777783,0.76,No Rain,13
21.43333333333333,0.71,Rain,14
24.02777777777778,0.65,Rain,15
26.06111111111111,0.57,Rain,16
24.838888888888885,0.54,Rain,17
25.04444444444444,0.5,No Rain,18
23.911111111111115,0.53,Rain,19
22.38888888888889,0.62,No Rain,20
20.08888888888889,0.67,No Rain,21
18.905555555555555,0.69,No Rain,22
17.705555555555556,0.74,No Rain,23
17.727777777777774,0.64,No Rain,0
16.105555555555558,0.69,No Rain,1
15.550000000000002,0.69,Rain,2
14.97222222222222,0.72,No Rain,3
13.444444444444446,0.82,Rain,4
13.42777777777778,0.83,Rain,5
13.88888888888889,0.83,Rain,6
16.08888888888889,0.78,No Rain,7
17.677777777777777,0.72,Rain,8
19.95555555555556,0.63,No Rain,9
22.127777777777776,0.55,Rain,10
22.64444444444445,0.52,Rain,11
23.83888888888889,0.49,Rain,12
23.86111111111111,0.47,No Rain,13
24.79444444444444,0.48,No Rain,14
24.994444444444444,0.46,Rain,15
24.00555555555555,0.47,Rain,16
24.98888888888889,0.41,No Rain,17
24.97222222222222,0.39,No Rain,18
22.82222222222222,0.41,No Rain,19
20.494444444444444,0.63,Rain,20
17.433333333333334,0.79,No Rain,21
15.627777777777778,0.85,No Rain,22
15.205555555555556,0.86,No Rain,23
13.455555555555556,0.94,No Rain,0
13.366666666666667,0.92,No Rain,1
13.27777777777778,0.89,Rain,2
12.766666666666664,0.92,No Rain,3
12.183333333333334,0.95,No Rain,4
12.07777777777778,0.94,No Rain,5
13.788888888888888,0.89,No Rain,6
17.0,0.81,No Rain,7
19.838888888888885,0.68,No Rain,8
22.10555555555556,0.59,Rain,9
22.77777777777778,0.56,Rain,10
23.855555555555554,0.49,Rain,11
24.97222222222222,0.46,No Rain,12
26.08333333333333,0.43,No Rain,13
25.244444444444444,0.43,No Rain,14
26.088888888888885,0.42,Rain,15
26.15555555555555,0.38,No Rain,16
25.105555555555554,0.4,No Rain,17
24.97777777777777,0.39,Rain,18
23.911111111111115,0.38,Rain,19
21.47777777777777,0.51,No Rain,20
17.983333333333334,0.72,Rain,21
17.266666666666666,0.8,Rain,22
16.461111111111112,0.79,Rain,23
14.983333333333333,0.83,Rain,0
14.844444444444443,0.83,Rain,1
14.616666666666667,0.81,Rain,2
12.68888888888889,0.93,Rain,3
12.133333333333336,0.96,Rain,4
12.094444444444449,0.94,No Rain,5
13.711111111111112,0.9,Rain,6
17.049999999999997,0.81,Rain,7
20.83888888888889,0.63,No Rain,8
22.71111111111111,0.53,No Rain,9
23.88888888888889,0.48,Rain,10
24.922222222222224,0.44,No Rain,11
26.13333333333334,0.43,No Rain,12
25.161111111111115,0.46,No Rain,13
26.261111111111106,0.4,No Rain,14
27.24444444444445,0.4,Rain,15
27.28888888888889,0.38,No Rain,16
27.022222222222226,0.37,Rain,17
27.2,0.38,Rain,18
25.07222222222222,0.39,No Rain,19
22.605555555555554,0.47,Rain,20
18.011111111111113,0.69,No Rain,21
16.761111111111113,0.82,Rain,22
15.755555555555556,0.86,Rain,23
14.983333333333333,0.83,Rain,0
14.961111111111112,0.8,No Rain,1
14.766666666666664,0.84,No Rain,2
13.900000000000002,0.86,No Rain,3
12.761111111111113,0.95,No Rain,4
12.788888888888891,0.93,No Rain,5
14.872222222222224,0.87,No Rain,6
17.555555555555557,0.79,Rain,7
20.883333333333336,0.64,No Rain,8
22.15,0.59,No Rain,9
23.72777777777777,0.62,No Rain,10
23.883333333333333,0.57,No Rain,11
25.04444444444444,0.53,No Rain,12
26.06111111111111,0.49,Rain,13
27.133333333333336,0.39,No Rain,14
26.08333333333333,0.47,Rain,15
22.5,0.7,Rain,16
25.90555555555555,0.44,No Rain,17
25.09444444444445,0.44,Rain,18
23.911111111111115,0.45,No Rain,19
21.37777777777778,0.58,No Rain,20
19.95,0.63,Rain,21
19.35,0.68,Rain,22
18.22777777777777,0.73,Rain,23
16.105555555555558,0.83,No Rain,0
15.044444444444444,0.89,Rain,1
14.983333333333333,0.9,No Rain,2
13.77222222222222,0.92,No Rain,3
12.755555555555556,0.95,Rain,4
11.866666666666667,0.98,Rain,5
12.733333333333334,0.99,Rain,6
16.072222222222223,0.8,Rain,7
18.55555555555556,0.69,No Rain,8
19.95555555555556,0.62,Rain,9
21.116666666666667,0.57,No Rain,10
22.03333333333333,0.54,Rain,11
22.29444444444444,0.52,No Rain,12
22.85,0.52,No Rain,13
23.83888888888889,0.55,No Rain,14
23.96111111111111,0.47,No Rain,15
24.00555555555555,0.49,No Rain,16
25.083333333333336,0.41,No Rain,17
25.07222222222222,0.44,Rain,18
23.98333333333333,0.44,Rain,19
21.566666666666663,0.56,No Rain,20
17.36111111111111,0.79,Rain,21
16.16111111111111,0.86,No Rain,22
15.47222222222222,0.88,No Rain,23
13.894444444444442,0.92,Rain,0
12.783333333333331,0.95,No Rain,1
13.050000000000002,0.94,Rain,2
12.17777777777778,0.96,Rain,3
11.622222222222224,1.0,Rain,4
11.466666666666669,0.98,Rain,5
12.694444444444445,0.99,No Rain,6
17.12222222222222,0.86,No Rain,7
21.872222222222224,0.6,Rain,8
23.86666666666666,0.54,Rain,9
26.03888888888889,0.49,Rain,10
26.05,0.43,No Rain,11
27.194444444444443,0.41,Rain,12
27.82222222222222,0.39,No Rain,13
27.422222222222224,0.39,Rain,14
27.89444444444444,0.39,Rain,15
28.883333333333333,0.42,No Rain,16
28.82222222222222,0.35,Rain,17
27.866666666666664,0.39,Rain,18
26.25,0.41,Rain,19
24.105555555555554,0.49,Rain,20
22.24444444444445,0.55,No Rain,21
21.97222222222222,0.58,Rain,22
18.916666666666668,0.73,Rain,23
16.13888888888889,0.92,No Rain,0
15.533333333333337,0.92,Rain,1
14.81111111111111,0.94,No Rain,2
13.894444444444442,0.95,Rain,3
13.361111111111107,0.99,No Rain,4
13.555555555555555,0.95,Rain,5
14.916666666666666,0.99,No Rain,6
20.777777777777786,0.81,Rain,7
22.58888888888889,0.7,No Rain,8
24.97777777777777,0.54,No Rain,9
27.22222222222222,0.53,Rain,10
27.27777777777777,0.45,Rain,11
27.916666666666668,0.45,No Rain,12
27.955555555555552,0.42,Rain,13
29.850000000000005,0.35,Rain,14
28.98333333333333,0.42,Rain,15
29.04444444444444,0.39,Rain,16
29.038888888888884,0.36,No Rain,17
28.911111111111115,0.37,Rain,18
27.77777777777778,0.38,Rain,19
26.14444444444445,0.46,No Rain,20
20.25,0.76,Rain,21
20.07222222222222,0.72,No Rain,22
18.67777777777778,0.81,No Rain,23
17.805555555555557,0.83,No Rain,0
17.200000000000003,0.87,Rain,1
16.405555555555555,0.91,No Rain,2
15.533333333333337,0.92,No Rain,3
15.005555555555553,0.93,No Rain,4
14.266666666666667,0.95,Rain,5
15.02777777777778,0.99,Rain,6
19.89444444444445,0.86,Rain,7
21.472222222222225,0.78,Rain,8
25.11666666666666,0.57,Rain,9
27.84444444444445,0.52,Rain,10
28.561111111111103,0.42,Rain,11
29.86111111111111,0.4,Rain,12
31.08333333333333,0.33,No Rain,13
30.827777777777776,0.37,Rain,14
27.43333333333333,0.46,Rain,15
26.216666666666665,0.54,No Rain,16
27.516666666666666,0.51,Rain,17
27.24444444444445,0.53,No Rain,18
26.3,0.58,Rain,19
25.200000000000003,0.65,No Rain,20
22.666666666666668,0.79,Rain,21
22.08888888888889,0.81,No Rain,22
20.772222222222226,0.86,Rain,23
13.177777777777775,0.92,Rain,0
11.605555555555556,0.99,No Rain,1
11.277777777777777,0.98,Rain,2
10.444444444444445,1.0,Rain,3
9.86111111111111,1.0,Rain,4
9.516666666666667,0.99,Rain,5
12.044444444444444,0.99,Rain,6
15.916666666666666,0.87,No Rain,7
19.1,0.65,Rain,8
22.22222222222222,0.52,Rain,9
23.83888888888889,0.47,Rain,10
23.82222222222222,0.39,No Rain,11
24.97222222222222,0.39,Rain,12
26.08333333333333,0.39,Rain,13
26.02777777777777,0.33,No Rain,14
25.177777777777774,0.38,No Rain,15
26.17777777777778,0.34,No Rain,16
27.027777777777786,0.33,No Rain,17
27.17222222222222,0.36,Rain,18
24.97222222222222,0.44,Rain,19
21.58333333333333,0.55,Rain,20
17.89444444444444,0.77,Rain,21
16.688888888888886,0.83,No Rain,22
15.311111111111112,0.87,Rain,23
18.33888888888889,0.96,Rain,0
17.73888888888889,0.96,No Rain,1
17.288888888888888,0.93,Rain,2
16.622222222222224,0.96,No Rain,3
16.116666666666664,0.96,Rain,4
16.561111111111114,0.9,Rain,5
17.62222222222222,0.9,No Rain,6
20.88888888888889,0.79,Rain,7
23.62777777777778,0.68,Rain,8
26.04444444444444,0.58,Rain,9
27.71111111111111,0.55,Rain,10
28.944444444444443,0.47,Rain,11
29.97222222222222,0.43,No Rain,12
29.97222222222222,0.47,No Rain,13
30.06666666666667,0.36,No Rain,14
30.99444444444445,0.38,Rain,15
29.0,0.42,Rain,16
29.96111111111112,0.39,No Rain,17
27.89444444444444,0.45,No Rain,18
27.77777777777778,0.46,Rain,19
26.20555555555556,0.52,Rain,20
23.883333333333333,0.57,No Rain,21
23.28333333333333,0.59,Rain,22
22.14444444444445,0.55,Rain,23
20.488888888888887,0.55,No Rain,0
19.86111111111111,0.52,Rain,1
18.79444444444444,0.53,No Rain,2
18.28888888888889,0.52,Rain,3
18.28888888888889,0.52,No Rain,4
17.299999999999997,0.56,Rain,5
17.17222222222222,0.58,No Rain,6
18.772222222222226,0.56,Rain,7
19.850000000000005,0.53,No Rain,8
22.22222222222222,0.48,No Rain,9
22.800000000000004,0.43,No Rain,10
23.827777777777776,0.38,No Rain,11
25.07222222222222,0.36,Rain,12
26.06111111111111,0.34,Rain,13
26.08333333333333,0.35,Rain,14
27.15,0.34,No Rain,15
27.15,0.34,Rain,16
27.066666666666663,0.33,Rain,17
26.13333333333334,0.34,No Rain,18
25.07222222222222,0.36,Rain,19
22.54444444444444,0.44,Rain,20
17.938888888888894,0.72,Rain,21
16.694444444444443,0.8,Rain,22
15.88888888888889,0.82,Rain,23
18.08888888888889,0.62,No Rain,0
17.0,0.66,Rain,1
14.966666666666663,0.75,Rain,2
14.355555555555558,0.77,Rain,3
12.77777777777778,0.86,No Rain,4
12.494444444444447,0.88,Rain,5
12.711111111111112,0.95,No Rain,6
17.07222222222222,0.72,Rain,7
19.838888888888885,0.63,Rain,8
22.266666666666666,0.54,No Rain,9
23.96111111111111,0.49,Rain,10
25.0,0.44,No Rain,11
27.266666666666666,0.4,No Rain,12
27.800000000000004,0.37,Rain,13
28.73333333333333,0.32,Rain,14
28.93333333333333,0.35,Rain,15
29.00555555555555,0.31,Rain,16
29.422222222222217,0.3,No Rain,17
28.911111111111115,0.29,Rain,18
27.800000000000004,0.35,Rain,19
23.58333333333333,0.59,Rain,20
20.11666666666666,0.71,Rain,21
17.9,0.79,No Rain,22
16.666666666666668,0.83,Rain,23
15.655555555555557,0.86,Rain,0
15.633333333333333,0.83,Rain,1
15.316666666666666,0.85,Rain,2
14.5,0.89,No Rain,3
13.966666666666669,0.92,No Rain,4
14.400000000000002,0.87,Rain,5
15.983333333333336,0.81,Rain,6
20.777777777777786,0.69,No Rain,7
22.63888888888889,0.65,No Rain,8
26.03888888888889,0.5,No Rain,9
27.75555555555555,0.43,Rain,10
28.84444444444445,0.39,Rain,11
31.088888888888885,0.32,Rain,12
31.08333333333333,0.4,No Rain,13
31.11111111111111,0.32,No Rain,14
31.13333333333334,0.32,Rain,15
31.15555555555555,0.37,Rain,16
31.966666666666672,0.3,No Rain,17
31.15555555555555,0.32,Rain,18
27.47222222222222,0.4,Rain,19
24.78888888888889,0.59,Rain,20
21.32222222222222,0.71,Rain,21
21.116666666666667,0.72,No Rain,22
19.966666666666665,0.69,No Rain,23
17.783333333333335,0.8,Rain,0
16.81666666666667,0.83,Rain,1
16.77777777777778,0.84,No Rain,2
15.050000000000002,0.88,Rain,3
14.422222222222224,0.9,Rain,4
14.205555555555556,0.9,No Rain,5
13.894444444444442,0.9,Rain,6
20.75,0.69,No Rain,7
22.577777777777776,0.62,No Rain,8
25.06666666666667,0.53,No Rain,9
27.72777777777777,0.45,Rain,10
29.850000000000005,0.4,Rain,11
31.03888888888889,0.43,No Rain,12
32.150000000000006,0.34,No Rain,13
31.20555555555556,0.39,Rain,14
32.266666666666666,0.34,No Rain,15
32.28888888888889,0.29,Rain,16
32.166666666666664,0.3,Rain,17
31.25,0.31,Rain,18
28.033333333333328,0.39,No Rain,19
24.566666666666663,0.58,No Rain,20
22.82222222222222,0.65,Rain,21
22.72777777777777,0.67,Rain,22
21.58888888888889,0.71,No Rain,23
18.81666666666667,0.82,No Rain,0
17.266666666666666,0.85,No Rain,1
16.633333333333333,0.9,Rain,2
15.0,0.91,No Rain,3
14.422222222222224,0.95,No Rain,4
14.555555555555555,0.93,Rain,5
16.022222222222226,0.86,Rain,6
18.688888888888886,0.69,No Rain,7
22.05555555555556,0.57,No Rain,8
24.90555555555555,0.5,Rain,9
27.10555555555556,0.47,Rain,10
28.89444444444445,0.39,Rain,11
30.99444444444445,0.34,No Rain,12
30.038888888888884,0.36,No Rain,13
30.87222222222222,0.27,Rain,14
30.922222222222217,0.35,No Rain,15
28.79444444444444,0.36,Rain,16
29.79444444444444,0.34,No Rain,17
27.75555555555555,0.4,No Rain,18
27.17222222222222,0.41,No Rain,19
24.34444444444444,0.48,Rain,20
20.13888888888889,0.72,No Rain,21
19.422222222222217,0.78,No Rain,22
18.67777777777778,0.82,No Rain,23
17.22222222222222,0.84,No Rain,0
16.67222222222222,0.87,No Rain,1
15.966666666666669,0.91,No Rain,2
15.605555555555558,0.93,Rain,3
15.094444444444449,0.92,No Rain,4
14.994444444444447,0.95,No Rain,5
16.094444444444445,0.92,No Rain,6
19.844444444444445,0.78,Rain,7
23.75555555555556,0.63,Rain,8
26.06111111111111,0.58,Rain,9
27.800000000000004,0.49,No Rain,10
29.866666666666667,0.46,No Rain,11
29.994444444444444,0.47,No Rain,12
31.08333333333333,0.44,No Rain,13
31.2,0.42,No Rain,14
31.04444444444444,0.38,Rain,15
31.20555555555556,0.38,No Rain,16
32.18888888888889,0.39,No Rain,17
31.17777777777778,0.4,Rain,18
30.022222222222226,0.4,Rain,19
27.56666666666667,0.49,Rain,20
24.88333333333334,0.59,Rain,21
21.71666666666667,0.73,Rain,22
20.52777777777778,0.78,Rain,23
19.466666666666672,0.84,Rain,0
18.35555555555556,0.9,No Rain,1
17.727777777777774,0.91,Rain,2
17.288888888888888,0.96,No Rain,3
16.733333333333334,0.92,Rain,4
16.53888888888889,0.95,Rain,5
17.733333333333334,0.96,No Rain,6
23.572222222222223,0.7,No Rain,7
26.72777777777777,0.53,No Rain,8
27.80555555555556,0.49,Rain,9
30.022222222222226,0.43,Rain,10
31.06666666666667,0.35,No Rain,11
32.28888888888889,0.35,Rain,12
32.800000000000004,0.34,No Rain,13
33.583333333333336,0.3,Rain,14
33.82222222222222,0.32,Rain,15
33.88333333333333,0.32,Rain,16
32.888888888888886,0.31,No Rain,17
32.82222222222222,0.32,Rain,18
31.18333333333333,0.43,No Rain,19
26.9,0.55,Rain,20
24.14444444444444,0.65,Rain,21
23.93888888888889,0.64,No Rain,22
22.183333333333337,0.7,No Rain,23
21.23333333333333,0.75,Rain,0
20.11666666666666,0.83,No Rain,1
19.294444444444448,0.85,No Rain,2
17.89444444444444,0.92,Rain,3
18.33333333333333,0.86,Rain,4
18.08888888888889,0.89,No Rain,5
18.850000000000005,0.84,Rain,6
22.600000000000005,0.66,Rain,7
25.966666666666665,0.54,Rain,8
28.911111111111115,0.5,No Rain,9
31.20555555555556,0.4,No Rain,10
32.738888888888894,0.34,No Rain,11
33.91111111111112,0.36,No Rain,12
34.02777777777778,0.34,No Rain,13
34.93888888888889,0.32,No Rain,14
35.11666666666666,0.28,No Rain,15
35.09444444444445,0.32,Rain,16
34.95555555555556,0.29,No Rain,17
34.00555555555555,0.34,No Rain,18
32.82222222222222,0.4,Rain,19
29.30555555555556,0.51,Rain,20
24.166666666666668,0.71,Rain,21
23.01111111111112,0.74,No Rain,22
21.633333333333333,0.79,Rain,23
20.21111111111111,0.85,No Rain,0
19.07222222222222,0.88,No Rain,1
20.272222222222226,0.76,Rain,2
17.89444444444444,0.89,No Rain,3
17.477777777777778,0.88,No Rain,4
19.188888888888894,0.8,Rain,5
20.011111111111106,0.78,No Rain,6
23.761111111111106,0.62,No Rain,7
26.05,0.58,Rain,8
28.98333333333333,0.54,Rain,9
32.294444444444444,0.41,No Rain,10
33.75555555555556,0.35,Rain,11
35.16111111111112,0.34,Rain,12
37.266666666666666,0.32,No Rain,13
37.07222222222222,0.31,Rain,14
37.87222222222223,0.27,No Rain,15
37.8,0.26,Rain,16
37.150000000000006,0.27,Rain,17
36.227777777777774,0.32,Rain,18
34.050000000000004,0.36,Rain,19
30.55,0.5,No Rain,20
27.366666666666667,0.59,Rain,21
26.3,0.64,Rain,22
24.83333333333333,0.71,No Rain,23
13.866666666666667,0.92,Rain,0
13.266666666666667,0.95,No Rain,1
12.494444444444447,0.97,No Rain,2
11.666666666666666,0.98,No Rain,3
11.066666666666668,1.0,No Rain,4
10.77777777777778,0.99,Rain,5
13.666666666666666,0.93,Rain,6
18.62777777777778,0.78,Rain,7
22.0,0.59,No Rain,8
23.86666666666666,0.45,No Rain,9
25.04444444444444,0.39,Rain,10
26.05,0.38,No Rain,11
26.17777777777778,0.39,Rain,12
27.266666666666666,0.37,Rain,13
27.75,0.32,Rain,14
27.866666666666664,0.33,Rain,15
27.866666666666664,0.37,Rain,16
27.80555555555556,0.35,Rain,17
26.31111111111112,0.43,No Rain,18
26.22777777777777,0.38,Rain,19
25.46666666666667,0.43,Rain,20
19.00555555555555,0.77,Rain,21
17.755555555555556,0.8,Rain,22
16.47222222222222,0.85,No Rain,23
26.80555555555556,0.56,No Rain,0
27.75555555555555,0.4,Rain,1
27.577777777777776,0.38,No Rain,2
26.961111111111112,0.4,No Rain,3
20.56111111111112,0.84,Rain,4
20.083333333333336,0.87,Rain,5
19.93333333333333,0.88,No Rain,6
18.916666666666668,0.93,No Rain,7
20.038888888888884,0.92,No Rain,8
21.18333333333333,0.86,Rain,9
22.85,0.78,No Rain,10
24.766666666666666,0.69,Rain,11
25.00555555555556,0.63,Rain,12
24.98333333333333,0.62,Rain,13
26.105555555555554,0.57,Rain,14
27.2,0.55,No Rain,15
27.22222222222222,0.5,No Rain,16
27.14444444444445,0.46,Rain,17
26.11111111111111,0.47,Rain,18
25.022222222222226,0.47,No Rain,19
23.06111111111112,0.55,No Rain,20
20.13888888888889,0.72,Rain,21
19.07222222222222,0.76,Rain,22
20.91666666666667,0.63,Rain,23
20.372222222222224,0.73,No Rain,0
19.238888888888887,0.78,No Rain,1
17.200000000000003,0.88,No Rain,2
15.494444444444444,0.95,No Rain,3
14.961111111111112,0.95,No Rain,4
15.983333333333336,0.95,Rain,5
15.994444444444444,0.93,Rain,6
18.75555555555556,0.78,Rain,7
20.95555555555556,0.65,No Rain,8
23.772222222222226,0.58,Rain,9
24.97777777777777,0.5,Rain,10
26.994444444444447,0.44,Rain,11
27.75555555555555,0.45,Rain,12
28.79444444444444,0.39,No Rain,13
28.79444444444444,0.39,Rain,14
28.93333333333333,0.36,No Rain,15
28.98333333333333,0.36,Rain,16
28.89444444444445,0.36,Rain,17
28.88888888888889,0.36,No Rain,18
27.77777777777778,0.38,No Rain,19
24.3,0.51,Rain,20
21.20555555555556,0.67,Rain,21
20.05,0.72,No Rain,22
18.86111111111111,0.79,No Rain,23
15.533333333333337,0.92,Rain,0
14.86111111111111,0.9,Rain,1
14.266666666666667,0.93,Rain,2
13.22222222222222,0.96,No Rain,3
13.177777777777775,0.96,No Rain,4
12.988888888888887,0.98,Rain,5
15.961111111111109,0.92,No Rain,6
19.8,0.78,Rain,7
22.03888888888889,0.64,Rain,8
24.93333333333333,0.61,Rain,9
26.20555555555556,0.53,Rain,10
27.75,0.46,No Rain,11
27.89444444444444,0.45,No Rain,12
28.93333333333333,0.39,No Rain,13
29.88888888888889,0.33,Rain,14
29.97222222222222,0.31,No Rain,15
30.04444444444444,0.36,No Rain,16
30.07222222222222,0.33,Rain,17
29.00555555555555,0.35,Rain,18
27.89444444444444,0.39,No Rain,19
24.55,0.54,No Rain,20
20.25,0.76,No Rain,21
18.93888888888889,0.82,Rain,22
17.927777777777774,0.85,No Rain,23
16.894444444444442,0.88,Rain,0
16.316666666666666,0.88,No Rain,1
15.744444444444447,0.87,Rain,2
15.227777777777776,0.89,Rain,3
14.716666666666669,0.92,No Rain,4
14.133333333333333,0.93,Rain,5
16.3,0.92,Rain,6
20.02777777777778,0.83,Rain,7
22.15,0.72,Rain,8
24.95555555555556,0.63,No Rain,9
26.088888888888885,0.59,Rain,10
27.30555555555556,0.52,No Rain,11
27.82222222222222,0.5,Rain,12
28.883333333333333,0.46,No Rain,13
29.00555555555555,0.46,Rain,14
29.00555555555555,0.45,Rain,15
28.95555555555556,0.42,Rain,16
29.050000000000004,0.41,Rain,17
27.72777777777777,0.46,No Rain,18
27.633333333333333,0.49,Rain,19
26.100000000000005,0.53,Rain,20
22.33333333333333,0.72,No Rain,21
20.694444444444443,0.8,No Rain,22
20.816666666666663,0.81,No Rain,23
20.672222222222217,0.83,No Rain,0
20.494444444444444,0.86,Rain,1
19.938888888888886,0.89,No Rain,2
19.327777777777783,0.93,Rain,3
18.79444444444444,0.97,Rain,4
17.55,0.96,Rain,5
18.84444444444445,0.93,Rain,6
21.0,0.81,No Rain,7
22.600000000000005,0.79,No Rain,8
23.850000000000005,0.69,No Rain,9
26.04444444444444,0.65,Rain,10
27.63888888888889,0.5,No Rain,11
28.86666666666666,0.54,Rain,12
29.90555555555555,0.46,No Rain,13
30.06666666666667,0.42,No Rain,14
31.06666666666667,0.44,No Rain,15
31.13333333333334,0.35,Rain,16
30.91111111111111,0.34,Rain,17
29.95555555555556,0.4,Rain,18
24.25555555555556,0.76,Rain,19
23.98333333333333,0.84,No Rain,20
22.82777777777778,0.88,No Rain,21
21.76111111111112,0.88,Rain,22
22.17777777777778,0.76,Rain,23
22.116666666666667,0.76,No Rain,0
21.605555555555554,0.79,No Rain,1
21.37777777777778,0.8,Rain,2
21.022222222222226,0.76,Rain,3
19.93333333333333,0.79,Rain,4
18.81111111111112,0.85,No Rain,5
19.91111111111111,0.79,No Rain,6
21.072222222222223,0.79,Rain,7
22.58888888888889,0.72,No Rain,8
24.91111111111111,0.64,Rain,9
27.11111111111111,0.6,Rain,10
27.62777777777778,0.55,Rain,11
28.88888888888889,0.51,No Rain,12
30.022222222222226,0.46,No Rain,13
30.06111111111112,0.45,No Rain,14
30.95555555555556,0.41,No Rain,15
29.866666666666667,0.43,No Rain,16
29.6,0.44,Rain,17
29.666666666666668,0.44,No Rain,18
24.01111111111111,0.68,Rain,19
22.399999999999995,0.89,No Rain,20
21.27777777777778,0.97,Rain,21
20.633333333333333,0.98,Rain,22
20.20555555555556,0.91,Rain,23
21.605555555555554,0.76,No Rain,0
21.016666666666666,0.71,Rain,1
20.51666666666667,0.72,Rain,2
20.0,0.68,Rain,3
19.466666666666672,0.7,No Rain,4
18.75555555555556,0.75,Rain,5
19.88888888888889,0.73,No Rain,6
20.97777777777777,0.68,Rain,7
